Row,Tipo,Parola,Significato,Parti del discorso,Disambiguation,Root,Group,Special Note,Participio Passato Irregolare,Aus.,Prep. Before Next Infinitive,Dizionario
865,Fondamentale,borsa,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/borsa
866,Alto Uso,borsa,2,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/borsa_2
867,Alta Disponibilità,borsetta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/borsetta
868,Fondamentale,bosco,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/bosco
869,Alta Disponibilità,bosniaco,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/bosniaco
870,Alto Uso,boss,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/boss
871,Alta Disponibilità,bossolo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/bossolo
872,Alta Disponibilità,botanica,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/botanica
873,Alto Uso,botta,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/botta
874,Alta Disponibilità,botte,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/botte
875,Alto Uso,bottega,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bottega
876,Alta Disponibilità,bottegaio,,"s.m., agg.",,,,,,,,http://dizionario.internazionale.it/parola/bottegaio
877,Fondamentale,bottiglia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bottiglia
878,Alta Disponibilità,botto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/botto
879,Alto Uso,bottone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/bottone
880,Alta Disponibilità,bovino,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/bovino
881,Alto Uso,box,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/box
882,Alta Disponibilità,boxer,1,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/boxer
883,Alta Disponibilità,braccialetto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/braccialetto
884,Alta Disponibilità,bracciante,,s.m. e f.,,,,,,,,http://dizionario.internazionale.it/parola/bracciante
885,Fondamentale,braccio,,s.m.,,,,Irregular Plural,,,,http://dizionario.internazionale.it/parola/braccio
886,Alto Uso,branco,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/branco
887,Alto Uso,brand,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/brand
888,Alta Disponibilità,brandello,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/brandello
889,Fondamentale,brano,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/brano
890,Alto Uso,brasiliano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/brasiliano
891,Fondamentale,bravo,,"agg., s.m., inter.",,,,,,,,http://dizionario.internazionale.it/parola/bravo
892,Alta Disponibilità,bresaola,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bresaola
893,Alta Disponibilità,bretella,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bretella
894,Fondamentale,breve,1,"agg., avv., s.f.",,,,,,,,http://dizionario.internazionale.it/parola/breve
895,Alta Disponibilità,briciola,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/briciola
896,Alta Disponibilità,brigantaggio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/brigantaggio
897,Alta Disponibilità,brigante,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/brigante
898,Alto Uso,brillante,,"p.pres., agg., s.m.",,brillare,,,,,,http://dizionario.internazionale.it/parola/brillante
899,Alta Disponibilità,brillantina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/brillantina
900,Alto Uso,brillare,1,"v.intr., v.tr.",,,,,,,,http://dizionario.internazionale.it/parola/brillare
901,Alta Disponibilità,brina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/brina
902,Alta Disponibilità,brioche,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/brioche
903,Alto Uso,britannico,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/britannico
904,Alto Uso,brivido,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/brivido
905,Alta Disponibilità,brocca,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/brocca
906,Alto Uso,brogliaccio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/brogliaccio
907,Alta Disponibilità,bronchite,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bronchite
908,Alta Disponibilità,brontolare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/brontolare
909,Alto Uso,bronzo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/bronzo
910,Fondamentale,bruciare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/bruciare
911,Alto Uso,bruciato,,"p.pass., agg., s.m.",,bruciare,,,,,,http://dizionario.internazionale.it/parola/bruciato
912,Alta Disponibilità,bruciatura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bruciatura
913,Alta Disponibilità,bruco,,"s.m., agg.",,,,,,,,http://dizionario.internazionale.it/parola/bruco
914,Alta Disponibilità,bruschetta,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bruschetta
915,Alta Disponibilità,brutale,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/brutale
916,Fondamentale,brutto,,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/brutto
917,Alto Uso,buca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/buca
918,Alto Uso,bucare,,"v.tr., v.intr.",,,,,,,,http://dizionario.internazionale.it/parola/bucare
919,Alta Disponibilità,bucato,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/bucato
920,Alta Disponibilità,buccia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/buccia
921,Fondamentale,buco,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/buco
922,Alta Disponibilità,budino,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/budino
923,Alta Disponibilità,bufala,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bufala
924,Alta Disponibilità,bufalo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/bufalo
925,Alta Disponibilità,bufera,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bufera
926,Alta Disponibilità,buffet,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/buffet
927,Alto Uso,buffo,1,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/buffo
928,Alto Uso,bugia,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bugia
929,Alto Uso,bugiardo,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/bugiardo
930,Fondamentale,buio,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/buio
931,Alta Disponibilità,bulgaro,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/bulgaro
932,Alta Disponibilità,buonafede,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/buonafede
933,Alto Uso,buonasera,,inter.,,,,,,,,http://dizionario.internazionale.it/parola/buonasera
934,Fondamentale,buongiorno,,inter.,,,,,,,,http://dizionario.internazionale.it/parola/buongiorno
935,Alta Disponibilità,buongusto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/buongusto
936,Fondamentale,buono,1,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/buono
937,Alta Disponibilità,buonuomo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/buonuomo
938,Alta Disponibilità,burattino,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/burattino
939,Alta Disponibilità,burocrazia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/burocrazia
940,Alta Disponibilità,burrasca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/burrasca
941,Alto Uso,burro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/burro
942,Alta Disponibilità,burrone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/burrone
943,Alto Uso,business,1,"s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/business
944,Alto Uso,bussare,,"v.intr., v.tr.",,,,,,,,http://dizionario.internazionale.it/parola/bussare
945,Alta Disponibilità,bussola,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bussola
946,Alto Uso,busta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/busta
947,Alta Disponibilità,bustina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/bustina
948,Alta Disponibilità,busto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/busto
949,Fondamentale,buttare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/buttare
950,Alto Uso,cabina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/cabina
951,Alta Disponibilità,cacao,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/cacao
952,Alto Uso,cacca,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/cacca
953,Fondamentale,caccia,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/caccia
954,Fondamentale,cacciare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/cacciare
955,Alto Uso,cacciatore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cacciatore
956,Alta Disponibilità,cacciavite,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/cacciavite
957,Fondamentale,cadavere,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cadavere
958,Fondamentale,cadere,,"v.intr., s.m.",,cadere,,,,Essere,,http://dizionario.internazionale.it/parola/cadere
959,Alto Uso,caduta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/caduta
960,Fondamentale,caffè,,"s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/caffè
961,Alta Disponibilità,caffellatte,,"s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/caffellatte
962,Alta Disponibilità,caffettiera,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/caffettiera
963,Alto Uso,cagare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/cagare
964,Alta Disponibilità,cagliaritano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/cagliaritano
965,Alta Disponibilità,calabrese,,"agg., s.m. e f.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/calabrese
966,Alta Disponibilità,calabrone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calabrone
967,Alta Disponibilità,calamaro,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calamaro
968,Alta Disponibilità,calamita,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calamita
969,Alto Uso,calare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/calare
970,Alta Disponibilità,calcagno,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calcagno
971,Alta Disponibilità,calciare,,v.intr. e tr.,,,,,,,,http://dizionario.internazionale.it/parola/calciare
972,Alto Uso,calciatore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calciatore
973,Alta Disponibilità,calcinaccio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calcinaccio
974,Fondamentale,calcio,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calcio
975,Alto Uso,calcolare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/calcolare
976,Alta Disponibilità,calcolatore,,"agg., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/calcolatore
977,Alta Disponibilità,calcolatrice,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calcolatrice
978,Alto Uso,calcolo,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calcolo
979,Fondamentale,caldo,,"agg., s.m., avv.",,,,,,,,http://dizionario.internazionale.it/parola/caldo
980,Alto Uso,calendario,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calendario
981,Alta Disponibilità,calligrafia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calligrafia
982,Alta Disponibilità,callo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/callo
983,Alto Uso,calma,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calma
984,Alto Uso,calmare,,"v.tr., v.intr.",,,,,,,,http://dizionario.internazionale.it/parola/calmare
985,Alto Uso,calmo,2,agg.,,,,,,,,http://dizionario.internazionale.it/parola/calmo_2
986,Alto Uso,calo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calo
987,Fondamentale,calore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calore
988,Alta Disponibilità,calpestare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/calpestare
989,Alta Disponibilità,calunnia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calunnia
990,Alta Disponibilità,calvario,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calvario
991,Alto Uso,calza,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calza
992,Alta Disponibilità,calzare,2,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/calzare_2
993,Alta Disponibilità,calzatura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calzatura
994,Alta Disponibilità,calzino,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calzino
995,Alta Disponibilità,calzolaio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calzolaio
996,Alta Disponibilità,calzoleria,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/calzoleria
997,Alta Disponibilità,calzone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/calzone
998,Fondamentale,cambiamento,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cambiamento
999,Fondamentale,cambiare,,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/cambiare
1000,Fondamentale,cambio,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cambio
1001,Fondamentale,camera,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/camera
1002,Alta Disponibilità,camerata,1,s.m. e f.,,,,,,,,http://dizionario.internazionale.it/parola/camerata
1003,Alto Uso,cameriere,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cameriere
1004,Alta Disponibilità,camicetta,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/camicetta
1005,Alto Uso,camicia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/camicia
1006,Alta Disponibilità,caminetto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/caminetto
1007,Fondamentale,camion,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/camion
1008,Alta Disponibilità,camionista,,s.m. e f.,,,,,,,,http://dizionario.internazionale.it/parola/camionista
1009,Alta Disponibilità,cammello,,"s.m., s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/cammello
1010,Fondamentale,camminare,,"v.intr., v.tr.",,,,,,,,http://dizionario.internazionale.it/parola/camminare
1011,Alta Disponibilità,camminata,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/camminata
1012,Alto Uso,cammino,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cammino
1013,Alta Disponibilità,camomilla,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/camomilla
1014,Alto Uso,camorra,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/camorra
1015,Fondamentale,campagna,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/campagna
1016,Alto Uso,campana,1,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/campana
1017,Alta Disponibilità,campanella,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/campanella
1018,Alto Uso,campanello,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/campanello
1019,Alta Disponibilità,campanile,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/campanile
1020,Alta Disponibilità,campano,1,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/campano
1021,Alto Uso,campare,1,"v.intr., v.tr.",,,,,,,,http://dizionario.internazionale.it/parola/campare
1022,Alta Disponibilità,campeggio,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/campeggio
1023,Alto Uso,campionato,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/campionato
1024,Fondamentale,campione,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/campione
1025,Fondamentale,campo,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/campo
1026,Alta Disponibilità,campobassano,,"agg., s.m.",,,Demonym,,,,,http://dizionario.internazionale.it/parola/campobassano
1027,Alta Disponibilità,camposanto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/camposanto
1028,Alta Disponibilità,canadese,,"agg., s.f., s.m.",,,,,,,,http://dizionario.internazionale.it/parola/canadese
1029,Alta Disponibilità,canaglia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/canaglia
1030,Fondamentale,canale,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/canale
1031,Alta Disponibilità,canapa,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/canapa
1032,Alta Disponibilità,canarino,,"s.m., s.m.inv., agg.inv.",,,,,,,,http://dizionario.internazionale.it/parola/canarino
1033,Fondamentale,cancellare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/cancellare
1034,Alta Disponibilità,cancellatura,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/cancellatura
1035,Alto Uso,cancello,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cancello
1036,Alto Uso,cancro,2,"s.m., s.m.inv.",,,,,,,,http://dizionario.internazionale.it/parola/cancro_2
1037,Alto Uso,candela,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/candela
1038,Alta Disponibilità,candeliere,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/candeliere
1039,Alto Uso,candidare,,v.tr.,,,,,,,,http://dizionario.internazionale.it/parola/candidare
1040,Fondamentale,candidato,,"p.pass., agg., s.m.",,candidare,,,,,,http://dizionario.internazionale.it/parola/candidato
1041,Alto Uso,candido,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/candido
1042,Fondamentale,cane,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cane
1043,Alta Disponibilità,canestro,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/canestro
1044,Alta Disponibilità,canguro,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/canguro
1045,Alto Uso,canna,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/canna
1046,Alta Disponibilità,cannibale,,"agg., s.m. e f.",,,,,,,,http://dizionario.internazionale.it/parola/cannibale
1047,Alta Disponibilità,cannuccia,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/cannuccia
1048,Alto Uso,canone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/canone
1049,Alta Disponibilità,canottiera,2,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/canottiera_2
1050,Alta Disponibilità,canotto,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/canotto
1051,Alto Uso,cantante,,"p.pres., agg., s.m. e f.",,cantare,,,,,,http://dizionario.internazionale.it/parola/cantante
1052,Fondamentale,cantare,1,v.tr. e intr.,,,,,,,,http://dizionario.internazionale.it/parola/cantare
1053,Alta Disponibilità,cantautore,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cantautore
1054,Alto Uso,cantiere,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/cantiere
1055,Alta Disponibilità,cantilena,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/cantilena
1056,Alto Uso,cantina,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/cantina
1057,Fondamentale,canto,1,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/canto
1058,Fondamentale,canzone,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/canzone
1059,Alto Uso,caos,,s.m.inv.,,,,,,,,http://dizionario.internazionale.it/parola/caos
1060,Fondamentale,capace,,agg.,,,,,,,,http://dizionario.internazionale.it/parola/capace
1061,Fondamentale,capacità,,s.f.inv.,,,,,,,,http://dizionario.internazionale.it/parola/capacita
1062,Alto Uso,capanna,,s.f.,,,,,,,,http://dizionario.internazionale.it/parola/capanna
1063,Alto Uso,capannone,,s.m.,,,,,,,,http://dizionario.internazionale.it/parola/capannone
